PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45
4.8730404620265375,-4.57269232004284,7.261112034400157,-2.710996724815073,1.4158947794083052,0.3448554506049197,-0.9538375452339187,0.7377084332064248,1.792198139402957,-0.23366538663249758,1.391265982112224,0.3515557509224255,0.20626415078006544,-0.10748173330379615,-0.9951622276176153,-0.192652921868023,0.21384734446456571,0.23652472028128058,0.48730431603209967,-0.5407872028148168,-0.5850902110635328,-0.3551048975207595,-0.40825767011943975,-1.754488650038657,-0.6039620101537672,0.3037939118774424,-0.4052262652246559,0.03506769566354456,1.2338917172304755,-0.1789556895284672,-1.14928374454291,0.8509085304418732,0.6095069753865546,-0.07382481083884543,-1.3645340441478668,-0.5121275296224128,1.1240627089559778,-0.16403772757730986,0.0770161288616783,-0.06761052616497,0.35704144735295085,0.37484322459637204,0.3707336393126774,-0.14241148011232993,0.3201181517520298
0.3816386135084064,-2.5796886970125095,1.6671298055218264,1.670920352330791,0.26404735218227127,-1.6737754171469947,1.9834694555318975,1.2621564273790666,-2.830070361310755,0.7622431358369348,-1.4208705398724732,0.6319191998351507,0.22280979065012585,1.2360705134675758,-0.20588360855788043,0.6157848460122252,-0.40352029763388914,2.592826429465158,-0.46220757200269347,0.5115659539746219,-0.4883226528321085,-0.03419843711601446,0.34054769569940174,-0.3476930175751184,-0.043736919217151074,0.8048861428226987,-0.22913150348685324,0.22440494879347078,0.05926464303730204,-0.9033837169604395,0.6994734347149859,-0.10065193547745713,-0.1417532648641356,0.24538383779579606,1.0172096860031663,-0.5315504137313709,0.7642359677118468,0.5956435868641209,0.36306811327675365,-1.2621066927516609,0.03513695361204359,0.5471971077815188,-0.22053781309016277,-0.3948185999313962,0.10427016432323379
-7.433212875245603,-1.4769684028769743,-1.9601679841887236,2.505448116583662,0.6990271129957184,-1.116068669681177,1.1402875822322378,1.9189008942058112,-0.6636832462549956,0.19171491368532922,1.388467160495538,1.4492795646258159,1.1156422997251187,0.705420078687064,1.0555334528380977,-0.6356739720209704,-1.6771727029253054,-0.029411648229435955,0.4457849628311444,2.4869412677573832,0.32129146990495294,-0.364312627806732,-0.7157713608800792,-1.2457905039869035,0.6049644702945342,-0.6187795271888196,-0.10549541375299493,0.7811247783823179,-0.6024444840047269,0.3960625290351095,-0.7836787056614627,-0.07026856282841461,-0.03089278365705836,0.34883842729513925,-0.5797235862874743,0.011925935514866334,-0.28128757299808754,-0.8393894698357196,0.2618854426125869,0.3873627149013469,-0.09666398735734447,-0.06659458502309598,0.15385680234929802,0.767716290710454,0.31955234734190974
-5.688250075431345,-2.1107623113871714,-1.525414924403524,-0.5729465691558577,-0.8812719347974997,1.4373769294314485,-1.893540169902744,-0.6103022253992533,0.9174370786833865,1.2460486686786283,0.6218141790824678,1.0267659103510787,0.6152245750870057,0.2819026823578853,-2.2041281559926262,-1.640784815463911,-0.09478612289603304,-0.7932896081692379,-0.691849827283997,-0.5348804022753247,0.44009777540389255,0.4417494793171681,0.26897802436214435,-1.0018192255599059,-0.47673586642146537,-1.3677103476973684,-0.07724751690732942,-0.21931318809964467,-0.1111963388707339,0.3943439508927839,0.47724189982556037,1.0474336777696902,0.24249428218724575,-0.4586701878849075,0.8497245569038915,-0.0380687363127613,-0.0031753958063204055,0.222648709733823,-0.03549620944274973,-0.07621118089983638,0.6625288940818055,-0.31625443213434845,0.3306077192600683,0.2998271086766726,0.4748198226539338
-8.899332660292256,-0.3725382378736009,-2.7489251532547967,-0.20276383997944866,-0.5319426403697111,3.765157181308987,-0.6178577782618419,1.5005753731052793,2.506660014670411,0.14083611137291213,1.2466893988585726,2.354445375175939,-1.289602768116582,-1.2155574543638452,3.2731157519536995,-0.14912685493174074,1.5792577703994737,0.19453480324309666,0.562735440614475,-2.628758587363186,-2.1498616068285448,0.2621405745071144,1.3832382234977931,-0.07442091597064716,-0.16374450476295238,-1.2559151529914185,-0.9518849013370684,-0.07197697948013176,-0.3515609605935748,-1.7135327960289424,0.747398507129082,-0.42281033671797863,-0.003374057785247383,-0.3809757787564022,-0.3719659778288382,0.6983909438441306,-0.1275403785805366,0.3158796518356259,-0.19018726320941906,0.0858384209992936,0.37190813123082145,0.33009629730979917,-0.46150476115765937,0.5611135807072135,-0.022633909441044125
4.157277268217083,-0.35223866402809106,5.279383395047642,0.13260064349455059,-0.2637340402055064,-2.2371652072737374,2.5543689514215346,1.4882132939472834,0.45517258176591024,1.84898758952397,0.819919509516165,2.4200681419842405,-0.1712622885646,-1.7081173338657942,-2.0453749362976845,-1.1292525038186763,-2.373857402699639,-0.3697629531340881,-0.07973712390153614,1.8629637886580805,-0.5259893710675803,0.62008195016103,-0.28297112014924697,0.5341234411603383,-1.4142365949932925,0.54288010789554,-0.4765864742811818,0.3276002824065539,-0.7076429718606846,-0.49818532123115994,0.42033000049175856,-0.6123275710418812,0.39300449642908386,-0.9326507125650402,-0.0007125144401329261,-0.46341136837848973,0.044995714202081045,0.8981104181640907,-0.6735778797518789,0.31375888082121994,0.4052745263102419,0.5971149456234498,-0.3207839130064764,0.564827209906063,-0.4489959052320026
-4.816537560664981,-0.8975084455543788,-0.2579386202485555,-1.276392102562332,-1.4172662507590363,0.8590315067009472,-1.0778537663806325,3.2059038186985584,-1.4722698141373425,0.9495711895383709,-1.0279546036711855,-0.26677149925342153,-1.3865973757627723,-0.5056235616949435,-2.2971418523296463,0.6442846142233745,-0.638508748910948,1.2293578852103946,0.26684647923314775,-0.2886357830202243,1.551794860522308,-0.18441802308460667,-0.5379248572653665,2.64875711614974,0.011077128754865466,-1.2257399397603523,0.7797851347489396,-0.12282170626857129,-0.34618962020920674,0.07365730009552683,-0.6054055476463353,1.091912416884474,-0.20998042029190347,-0.49458687490186215,-0.501310992240257,0.17150175446278063,0.35709976167287855,0.01368255423805613,-0.116889052132777,-0.2926958632992541,0.9239914258377746,-0.47897437657782527,0.5236319328606128,-0.32924613438402195,0.35699372509287686
2.502661491744809,-0.09777503059203976,-1.2108366255841894,-1.4392588392749344,1.3805070064481235,-4.363124982898282,0.2896336251953795,-0.5015834119616749,-0.3843267339639672,-1.6870720511127972,0.36247019915742806,-0.2817683362287719,-2.12239864202236,0.466890255828616,0.6893951937823632,0.10217160679640658,0.13618534363321827,0.3606520093163336,0.4668454927813075,-0.8893317942030043,1.5220051000563142,-0.27491563949210435,-0.33630135415138596,0.7134774263274523,0.36602473285335413,-0.4819770417096261,0.7859158885470972,-1.252584702960177,0.9647760988553534,-0.02978386466856571,-0.4357934859417198,-0.59935514187974,0.3720531244777675,-0.23337508969355258,-0.20617645251686287,-0.26622441309188705,-0.5066761004918471,0.38989452882422587,0.30463031088170606,0.04962417242688725,0.2363067776889789,0.17996766041435638,0.41568963574948664,0.5626549745584638,-0.016625387067234168
-9.958663247828568,-2.04979759732591,4.201216532363891,-4.275413347538746,-2.5064294562710536,5.186317335669792,0.7387491385360718,2.074480284508481,-1.566728601295746,0.49088631111411735,-3.485215520918751,-1.07855019326778,-2.1621023375719632,0.3060373876088117,-0.5551231335234962,0.5810346692762768,0.43303923426436924,0.9828825520484914,-0.10914342177597022,0.8276223489538912,1.5104144719600099,-0.1878463700316207,0.2782563007327272,-0.06217033506158625,-0.22192986566664102,0.8900864611063575,-0.2691675799773498,0.986403940817706,0.18217214362560064,-0.15242730365677046,1.6495774775381689,-1.2139504184961858,0.37236836227501185,-0.1171065459150191,-0.1100533495104846,-0.037489202971552296,0.6159974334789616,-0.945744984820125,-0.45168962800445195,-0.15572637344025392,-0.06574975225921617,-0.054210122241470315,0.3572491276402596,0.20207230140867843,-0.9466258076623304
-1.011419069849348,-0.37599059536864016,0.5203626974673115,3.692122736893853,1.401958061542632,-0.23047446601118884,-2.4552089693978503,0.1285867334783401,1.9346353096729783,-2.4444104497688706,-0.35574914228168103,0.4726133600388367,1.221098768640377,-0.28593522097187124,0.3937812484862029,1.640889270483013,0.25258086605977886,-0.462539882808209,-1.713081361816036,2.254230256771138,0.9781035582488752,-0.8035912867252353,0.7315029208537878,-0.03237139385087579,-0.12515930169882858,-0.055661129869576456,-0.42179073244049325,-1.0292716037637308,0.5553317726989944,-0.27689534795940646,0.45280027884697954,-0.6044000808380744,-1.160268605282745,-0.18685802506514923,0.4200122799369224,1.2413597692318927,0.3226363043550564,0.2835506012389463,0.5517684426384883,0.49069003997393884,0.13287180889257097,-0.19882108846909785,-0.2674471954746434,-0.0721244425820711,0.24373886686516627
