feature,importance
rifle_kill_share,0.100824684
awp_kill_share,0.07805448
rounds_played,0.06820938
first_contact_rate,0.037509687
death_traded_rate,0.035017375
damage_diff_per_round,0.031567138
util_damage_per_round,0.031009963
adr,0.03034688
assists_per_round,0.029352563
avg_distance_to_team_centroid,0.028895417
damage_per_round,0.02782005
kpr,0.026947735
multi_kill_rate,0.024201835
smokes_per_round,0.023122843
avg_distance_to_closest_teammate_std,0.021530973
time_near_enemy_rate,0.020228835
opening_kill_rate,0.020108445
he_grenades_per_round,0.019737177
fire_nades_per_round,0.018423649
opening_duel_success,0.01809869
opening_death_rate,0.017712299
relative_team_centroid_distance,0.017563071
time_stationary_rate_std,0.0174549
rating_std,0.016759552
avg_distance_moved_per_round_std,0.016716957
trade_participation,0.016165962
time_near_enemy_rate_std,0.015564923
adr_std,0.014653295
kast_std,0.014457791
flashbangs_per_round,0.01408912
avg_distance_moved_per_round,0.013395943
flash_assists_per_round,0.0123587325
time_stationary_rate,0.012155597
trade_kill_rate,0.011635822
relative_team_centroid_distance_std,0.01117637
avg_distance_to_enemy_std,0.011144269
damage_taken_per_round,0.010893712
first_contact_rate_std,0.010850604
avg_distance_to_team_centroid_std,0.010378097
impact_std,0.0098978905
avg_distance_to_enemy,0.009253982
avg_distance_to_closest_teammate,0.0091961855
survival_rate,0.007979511
grenades_per_round,0.0075376225
decoys_per_round,0.0
