feature,importance
rifle_kill_share,0.14658679
awp_kill_share,0.114787064
relative_team_centroid_distance,0.10127756
avg_distance_to_team_centroid,0.052890625
time_near_enemy_rate,0.04887609
avg_distance_to_closest_teammate,0.045629483
avg_distance_to_closest_teammate_std,0.042142455
avg_distance_to_team_centroid_std,0.041793715
avg_distance_to_enemy,0.038763214
first_contact_rate,0.03631033
trade_participation,0.02647693
death_traded_rate,0.026476335
multi_kill_rate,0.02235555
flashbangs_per_round,0.018291408
trade_kill_rate,0.01682265
damage_taken_per_round,0.015093898
kast_std,0.014994907
decoys_per_round,0.014578308
damage_per_round,0.014184883
survival_rate,0.012798282
relative_team_centroid_distance_std,0.011908689
grenades_per_round,0.011540133
he_grenades_per_round,0.010612991
rounds_played,0.009404756
kpr,0.009063901
first_contact_rate_std,0.0087854685
util_damage_per_round,0.00871049
time_stationary_rate,0.0086639235
adr,0.008652676
time_near_enemy_rate_std,0.0077943876
rating_std,0.0072189663
opening_duel_success,0.0052074883
adr_std,0.0051478194
avg_distance_moved_per_round_std,0.004561288
opening_death_rate,0.0043089264
fire_nades_per_round,0.004278305
avg_distance_to_enemy_std,0.0042179683
assists_per_round,0.0038966597
avg_distance_moved_per_round,0.0038781813
damage_diff_per_round,0.0036068193
opening_kill_rate,0.0029547603
time_stationary_rate_std,0.0027619638
flash_assists_per_round,0.0014462371
smokes_per_round,0.00024685403
impact_std,0.0
