cluster,player_count,rounds_played_ct,rounds_played_t,awpy_rounds_ct,awpy_rounds_t,kills_ct,kills_t,deaths_ct,deaths_t,kpr_ct,kpr_t,dpr_ct,dpr_t,kdr_ct,kdr_t,survival_rate_ct,survival_rate_t,damage_ct,damage_t,awpy_damage_ct,awpy_damage_t,damage_taken_ct,damage_taken_t,damage_per_round_ct,damage_per_round_t,damage_taken_per_round_ct,damage_taken_per_round_t,damage_diff_per_round_ct,damage_diff_per_round_t,util_damage_ct,util_damage_t,util_damage_per_round_ct,util_damage_per_round_t,adr_ct,adr_t,kast_rounds_ct,kast_rounds_t,kast_ct,kast_t,impact_ct,impact_t,rating_ct,rating_t,assists_ct,assists_t,assists_per_round_ct,assists_per_round_t,flash_assists_ct,flash_assists_t,flash_assists_per_round_ct,flash_assists_per_round_t,trade_kills_ct,trade_kills_t,traded_deaths_ct,traded_deaths_t,trade_kill_rate_ct,trade_kill_rate_t,death_traded_rate_ct,death_traded_rate_t,trade_participation_ct,trade_participation_t,opening_kills_ct,opening_kills_t,opening_deaths_ct,opening_deaths_t,opening_kill_rate_ct,opening_kill_rate_t,opening_death_rate_ct,opening_death_rate_t,opening_duel_attempts_ct,opening_duel_attempts_t,opening_duel_success_ct,opening_duel_success_t,rounds_with_2k_ct,rounds_with_2k_t,rounds_with_3k_ct,rounds_with_3k_t,rounds_with_4k_ct,rounds_with_4k_t,rounds_with_5k_ct,rounds_with_5k_t,multi_kill_rounds_ct,multi_kill_rounds_t,multi_kill_rate_ct,multi_kill_rate_t,rifle_kills_ct,rifle_kills_t,awp_kills_ct,awp_kills_t,smg_kills_ct,smg_kills_t,pistol_kills_ct,pistol_kills_t,shotgun_kills_ct,shotgun_kills_t,scout_kills_ct,scout_kills_t,util_kills_ct,util_kills_t,rifle_kill_share_ct,rifle_kill_share_t,awp_kill_share_ct,awp_kill_share_t,grenades_thrown_ct,grenades_thrown_t,he_grenades_thrown_ct,he_grenades_thrown_t,flashbangs_thrown_ct,flashbangs_thrown_t,smokes_thrown_ct,smokes_thrown_t,fire_nades_thrown_ct,fire_nades_thrown_t,decoys_thrown_ct,decoys_thrown_t,grenades_per_round_ct,grenades_per_round_t,he_grenades_per_round_ct,he_grenades_per_round_t,flashbangs_per_round_ct,flashbangs_per_round_t,smokes_per_round_ct,smokes_per_round_t,fire_nades_per_round_ct,fire_nades_per_round_t,decoys_per_round_ct,decoys_per_round_t,rounds_played_total,pc1,pc2
0,10,73.0,70.4,73.0,70.4,49.7,37.7,43.6,47.8,0.6977426458828397,0.5246595086500505,0.6216939351440397,0.6752493796106684,1.146108445049276,0.77743101262718,0.3783060648559603,0.3247506203893315,7692.7,5628.3,5158.9,4080.9,6507.9,6936.9,106.84930397682626,78.25947737109603,91.37447799028698,98.4250249196725,15.474825986539297,-20.165547548576473,303.5,181.7,3.811754121692206,2.5455938971787644,72.05701099260169,56.48465586711266,55.3,47.3,76.1273622466434,67.03470389730495,1.156390940264713,0.7997206186306627,1.132123866974806,0.8493642033759725,13.7,14.6,0.1859126549061438,0.2016312258221539,3.1,6.1,0.04487918247412816,0.08752956574785821,8.4,9.8,7.4,10.7,0.1696577656725527,0.2710597474392867,0.1777902784964603,0.21097823024329196,0.22842355112112672,0.28186735571535826,9.9,4.4,6.3,6.2,0.19781241812246003,0.11241504078369217,0.1479603417584934,0.1473379029017618,16.2,10.6,0.5983393946207245,0.42813515431936483,11.5,8.0,2.5,1.8,0.1,0.3,0.1,0.0,11.5,8.0,0.16330759709342405,0.10887043012094158,8.8,12.8,28.0,16.2,1.1,0.8,9.4,6.5,0.2,0.0,1.5,0.8,0.3,0.3,0.19319322468393554,0.36757627050829506,0.5452481172740485,0.4127686620749424,123.8,162.4,26.5,6.4,35.8,72.1,35.1,54.0,26.3,29.7,0.1,0.2,1.6999761899575692,2.348680434883762,0.351007829159755,0.10050933033647509,0.5121216151236287,1.0273692433421593,0.4803177310409176,0.7934788063402063,0.35494171304596633,0.42418908357305585,0.00158730158730158,0.0031339712918660202,143.4,-3.5506544726056743,5.9231236690540925
1,9,143.66666666666666,136.44444444444446,143.66666666666666,136.44444444444446,98.22222222222223,74.33333333333333,82.77777777777777,97.11111111111111,0.664237336268941,0.5477599601576059,0.5748222663296,0.7116471871587561,1.1534420445734939,0.7720476398789732,0.42517773367039996,0.2883528128412439,13393.777777777777,10514.888888888889,10861.0,8360.111111111111,11923.555555555555,13711.777777777777,90.91428161097708,77.50916460266468,82.57088271444393,100.46172574351534,8.343398896533174,-22.95256114085066,1145.4444444444443,650.6666666666666,7.653860565173208,4.73438255335556,73.72850984413539,61.714321103767276,114.33333333333333,95.66666666666667,78.9154686943669,69.75310071559429,1.1013289789677951,0.8628577900726093,1.1412064043960604,0.8824511703733566,38.0,32.22222222222222,0.25688180975198605,0.238616986949771,5.555555555555555,8.444444444444445,0.037417711904790624,0.06615553702375684,18.0,21.77777777777778,22.666666666666668,26.444444444444443,0.1904209174916899,0.29005512624348717,0.273011150632648,0.2648395916546615,0.28123584956132536,0.3475917593265722,14.666666666666666,7.555555555555555,7.777777777777778,15.666666666666666,0.1460954777780353,0.09913360934276194,0.09551735561266765,0.1571034721619805,22.444444444444443,23.22222222222222,0.6564855567102037,0.32698837215745424,22.88888888888889,17.0,7.111111111111111,3.6666666666666665,0.6666666666666666,0.5555555555555556,0.0,0.0,22.88888888888889,17.0,0.1517835838924541,0.1260558131389617,69.55555555555556,50.22222222222222,0.6666666666666666,0.7777777777777778,11.11111111111111,6.444444444444445,13.555555555555555,14.555555555555555,0.4444444444444444,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,0.6946376217103546,0.6770006324629274,0.007276140799851411,0.011146946513705023,370.0,385.44444444444446,82.33333333333333,29.77777777777778,90.44444444444444,144.22222222222223,107.33333333333333,125.88888888888889,89.77777777777777,85.0,0.1111111111111111,0.5555555555555556,2.589161282360165,2.873640267882688,0.5536480358332986,0.21345032752424203,0.6404302179948242,1.0802632000498138,0.7735820612042892,0.9438753983472115,0.6205750414018268,0.6319785459846486,0.0009259259259259223,0.004072795976771967,280.1111111111111,7.237343860612173,-2.8928231738569936
2,23,57.04347826086956,56.04347826086956,57.04347826086956,56.04347826086956,33.47826086956522,32.91304347826087,42.0,43.17391304347826,0.5832157888033184,0.583141692076577,0.7457146466362106,0.7718807963445771,0.7952294645208665,0.7596406329282833,0.25428535336378943,0.22811920365542293,4716.04347826087,4740.304347826087,3857.695652173913,3723.391304347826,5891.347826086957,5982.521739130435,82.46485292930976,83.83399908161479,104.22378759861894,106.89500134381909,-21.758934669309177,-23.061002262204305,252.43478260869566,217.43478260869566,4.356199387254838,3.857526796520367,67.40325873889653,65.92921128922539,39.65217391304348,37.65217391304348,68.70337972553453,67.16616138386497,0.930246388307697,0.9329567546995073,0.8906930187731994,0.8746979050722493,11.565217391304348,11.869565217391305,0.20599507163896832,0.2111096254606518,1.5217391304347827,1.8695652173913044,0.027096213506428313,0.03674156139902863,8.608695652173912,11.130434782608695,9.73913043478261,11.043478260869565,0.27157794340800523,0.342713705593867,0.23386874524158194,0.25875500642225296,0.32518425313968935,0.3973906563089107,5.434782608695652,4.391304347826087,6.173913043478261,7.130434782608695,0.16699696429659397,0.12571510978544037,0.1441408361119949,0.1629698644763118,11.608695652173912,11.521739130434783,0.4715095739426067,0.38059476755128924,7.695652173913044,7.782608695652174,1.391304347826087,2.0,0.043478260869565216,0.2608695652173913,0.0,0.043478260869565216,7.695652173913044,7.782608695652174,0.1361471778527396,0.13734641062374073,22.47826086956522,24.956521739130434,1.0434782608695652,0.782608695652174,2.6956521739130435,1.2173913043478262,6.391304347826087,5.260869565217392,0.043478260869565216,0.0,0.0,0.0,0.30434782608695654,0.21739130434782608,0.6517403015933756,0.7489391391807682,0.03292171691771234,0.025206820087605494,114.3913043478261,109.17391304347827,25.956521739130434,15.0,27.434782608695652,32.78260869565217,33.56521739130435,33.21739130434783,27.391304347826086,27.82608695652174,0.043478260869565216,0.34782608695652173,1.9693166547451024,1.9836323120955277,0.44372197440773503,0.2705748537105096,0.46583327412408193,0.612623317159869,0.5905617735353796,0.5927743189840654,0.4684749949967462,0.4995983676063054,0.0007246376811594174,0.00806145463477813,113.08695652173913,-5.832639188555615,-1.3677204800265732
3,5,130.8,135.4,130.8,135.4,113.8,100.6,69.6,86.0,0.86655364381268,0.740475108524226,0.5346024624639083,0.6359488424395915,1.6291043690608127,1.1662621133559807,0.46539753753609175,0.3640511575604085,16420.4,14881.4,10967.8,10423.4,10301.6,12189.2,126.40030919548992,109.26694401119077,78.91661808740123,90.10567583372261,47.4836911080887,19.161268177468152,578.0,377.4,4.38347310320202,2.7401005075602463,84.54589750945173,76.48437584939639,103.0,105.8,78.82601334408562,77.78985010093945,1.478213751609836,1.2469100289535815,1.3570580324464694,1.1762034305736757,21.6,29.8,0.17437707874454858,0.220008751196685,4.6,9.6,0.03836304257991,0.07296739988141257,19.8,28.0,15.2,24.2,0.17130644070493695,0.27835157199930516,0.21819610709536433,0.2807760891590679,0.26337623220153333,0.38405294037111465,22.2,15.8,10.2,9.0,0.192823293059914,0.15420487136432942,0.14608963727004823,0.10173597949818221,32.4,24.8,0.6722770828761612,0.63664512944766,31.2,25.0,7.6,5.8,2.2,0.6,0.0,0.2,31.2,25.0,0.23567657242356038,0.18469071102362053,23.0,45.2,63.6,34.2,3.6,1.2,18.8,16.4,0.0,0.0,1.8,1.2,1.6,1.0,0.2080566086083556,0.43143106942273174,0.5579131418649331,0.3500101132920309,249.8,314.6,52.4,17.2,70.8,138.4,70.4,100.2,56.0,57.8,0.2,1.0,1.9162716132595647,2.3695021784154173,0.3939230949773118,0.12412995689113664,0.5503344547019247,1.052618869002965,0.5418582254425628,0.7504248900229158,0.4279580359399636,0.43417498202301774,0.00219780219780218,0.008153480475381999,266.2,9.219513995592525,7.794740113845334
4,16,117.75,122.4375,117.75,122.4375,88.5625,88.75,70.75,85.4375,0.7566159415892588,0.7248385745163106,0.6010157783001877,0.6993990620057869,1.269687408171664,1.0371598665350863,0.3989842216998123,0.300600937994213,12117.4375,12185.5,9670.3125,9480.5625,10234.1875,12252.125,103.38133175696568,99.49826728545985,87.14305907541363,100.27231357373375,16.238272681552047,-0.7740462882739174,675.0625,462.375,6.006641971367859,3.8081396256997797,82.52035643492435,77.36122885996423,92.9375,88.25,79.06584810117418,71.98298957764132,1.3089878019794288,1.2220259450986102,1.2469692138536463,1.0973121294517987,30.625,25.375,0.2621943719749344,0.20898747679884808,3.25,3.0625,0.028092007502857383,0.0251441470593295,16.375,22.8125,17.625,23.125,0.18492659681833745,0.25584249429071665,0.24741436872567582,0.26985917762837064,0.2882679340932189,0.37425002131834345,15.4375,12.4375,10.0,14.6875,0.17038601748882634,0.1386340050754138,0.14252974029902826,0.1690178337063887,25.4375,27.125,0.6038429944679945,0.4578727297287747,22.5,22.3125,5.9375,6.25,1.0625,1.375,0.0625,0.0,22.5,22.3125,0.19296628085260872,0.1833813699880128,67.8125,69.25,1.6875,0.4375,3.4375,3.0,14.1875,13.875,0.0,0.0,0.0625,0.0,0.6875,1.0,0.764370352019519,0.7791319595029718,0.017216912972025114,0.004778635475880969,260.625,238.9375,63.75,34.1875,58.1875,71.9375,75.5625,67.6875,62.8125,64.5625,0.3125,0.5625,2.227188153330358,1.9542274656644412,0.5499960015756898,0.27610489148741996,0.4962112492994172,0.5904270095819144,0.6423833780008479,0.5556247617654355,0.5362553030045009,0.5276460764564491,0.0023422214499021626,0.004424726373222306,240.1875,6.2519713380976265,-1.2279707991893185
5,17,73.70588235294117,74.41176470588235,73.70588235294117,74.41176470588235,54.1764705882353,38.411764705882355,45.35294117647059,55.76470588235294,0.74191447620689,0.50742476566983,0.6214448829410711,0.7522715838773929,1.1964293116007825,0.6834565281554373,0.37855511705892875,0.247728416122607,7315.411764705882,5649.235294117647,5831.294117647059,4509.705882352941,6434.941176470588,7942.823529411765,100.10905059318421,75.08185116780973,87.58335296624786,106.4901448622433,12.525697626936363,-31.40829369443358,407.94117647058823,293.2352941176471,5.781592987438357,4.046676171347286,79.66549400123152,60.08956462267136,57.11764705882353,48.588235294117645,76.66461858625767,64.74635570829872,1.2680622343037964,0.7685790464591484,1.2017459833464978,0.7804604391314922,17.11764705882353,14.352941176470589,0.22750305836835932,0.18823823069127502,1.9411764705882353,1.1764705882352942,0.026583865838595525,0.015981708850969587,11.0,12.470588235294118,11.470588235294118,14.470588235294118,0.19487501426795317,0.31026100676313906,0.2449271423741335,0.25578278602142235,0.29718423426739465,0.3552577308475338,7.294117647058823,5.647058823529412,5.764705882352941,11.411764705882353,0.13719387445307318,0.16062384053526713,0.12668920366007286,0.20097313319529542,13.058823529411764,17.058823529411764,0.5617960228762094,0.34254423353507585,12.882352941176471,8.176470588235293,3.5294117647058822,2.1176470588235294,0.7647058823529411,0.5294117647058824,0.058823529411764705,0.0,12.882352941176471,8.176470588235293,0.17723781023007348,0.1093892182732486,39.35294117647059,28.058823529411764,0.6470588235294118,0.29411764705882354,3.411764705882353,1.411764705882353,9.235294117647058,7.705882352941177,0.0,0.0,0.0,0.0,0.7647058823529411,0.7058823529411765,0.7185237479309758,0.7342898152449584,0.01129641383893686,0.007104290991759018,162.64705882352942,138.8235294117647,39.705882352941174,17.705882352941178,35.88235294117647,43.529411764705884,46.294117647058826,41.588235294117645,40.64705882352941,35.88235294117647,0.11764705882352941,0.11764705882352941,2.262545310039699,1.9171521487799887,0.5516952020318492,0.24077781318813402,0.5032379224358126,0.6043633737185762,0.6398368236421551,0.5709300997348616,0.5652854770870559,0.4993663832434103,0.0024898848428260177,0.0017144788950062765,148.11764705882354,-2.4475270629528416,-1.2390838157302593
