cluster,player_count,rounds_played_CT,rounds_played_T,first_kill_rate_CT,first_kill_rate_T,first_death_rate_CT,first_death_rate_T,entry_attempt_rate_CT,entry_attempt_rate_T,entry_success_rate_CT,entry_success_rate_T,early_round_kill_rate_CT,early_round_kill_rate_T,late_round_kill_rate_CT,late_round_kill_rate_T,late_round_presence_rate_CT,late_round_presence_rate_T,opening_kills_per_round_CT,opening_kills_per_round_T,opening_attempts_per_round_CT,opening_attempts_per_round_T,opening_duels_per_round_CT,opening_duels_per_round_T,opening_success_rate_CT,opening_success_rate_T,kills_per_round_CT,kills_per_round_T,deaths_per_round_CT,deaths_per_round_T,assists_per_round_CT,assists_per_round_T,flash_assists_per_round_CT,flash_assists_per_round_T,hp_damage_per_round_CT,hp_damage_per_round_T,armor_damage_per_round_CT,armor_damage_per_round_T,utility_damage_per_round_CT,utility_damage_per_round_T,headshot_rate_CT,headshot_rate_T,awp_kill_share_CT,awp_kill_share_T,rifle_kill_share_CT,rifle_kill_share_T,pistol_kill_share_CT,pistol_kill_share_T,avg_time_to_first_engagement_ticks_CT,avg_time_to_first_engagement_ticks_T,avg_time_to_first_engagement_seconds_CT,avg_time_to_first_engagement_seconds_T,avg_survival_ticks_CT,avg_survival_ticks_T,avg_survival_seconds_CT,avg_survival_seconds_T,std_survival_ticks_CT,std_survival_ticks_T,survival_rate_CT,survival_rate_T,trade_kill_rate_CT,trade_kill_rate_T,trade_kills_per_round_CT,trade_kills_per_round_T,traded_deaths_per_round_CT,traded_deaths_per_round_T,trade_attempts_per_round_CT,trade_attempts_per_round_T,trade_success_rate_CT,trade_success_rate_T,trade_participation_rate_CT,trade_participation_rate_T,grenades_per_round_CT,grenades_per_round_T,flashbangs_per_round_CT,flashbangs_per_round_T,smokes_per_round_CT,smokes_per_round_T,fire_nades_per_round_CT,fire_nades_per_round_T,avg_distance_from_team_CT,avg_distance_from_team_T,isolation_rate_CT,isolation_rate_T,avg_nearby_teammates_CT,avg_nearby_teammates_T,time_spent_alone_ratio_CT,time_spent_alone_ratio_T,avg_nearby_teammates_at_engagement_CT,avg_nearby_teammates_at_engagement_T,engagement_isolation_rate_CT,engagement_isolation_rate_T,position_entropy_CT,position_entropy_T,rounds_played_total,pc1,pc2
0,63,9.651282369465322,9.448299558371964,0.13487189659106016,0.10521732707645791,0.11284923058246592,0.1810217493351642,0.24772112717352607,0.2862390764116221,0.4960061555500713,0.33531980150026136,0.0,0.0,0.5256622028637603,0.3727454084189864,0.7126688259430464,0.7076044921819266,0.13487189659106016,0.10521732707645791,0.24772112717352607,0.2862390764116221,0.24772112717352607,0.2862390764116221,0.4960061555500713,0.33531980150026136,0.7843709713633771,0.6262626536053929,0.7290685811104884,0.8489922619538744,0.2645931512120543,0.22822253607370827,0.03401370420555473,0.032248084458066616,108.45140454051092,92.31659633497304,16.955355089229457,9.451247262516542,9.530612971110367,5.568488638547522,0.5063410699974186,0.5794975712405557,0.017227804530336593,0.010388035796441174,0.6892087518307324,0.6772457251214204,0.17853961298236215,0.20363651232708016,2993.1868569508915,3259.391116424749,46.76854463985768,50.9279861941367,6036.0792310894,5832.645627321961,94.31373798577188,91.13508792690564,2392.254709851352,2271.2690781355595,0.3355335141377551,0.23584738220920975,0.18001311188856942,0.2673191158915147,0.13863422100384176,0.17296688490696727,0.14516481142164653,0.21691214274118745,2.450001114322256,2.877143927220016,0.059521221435669375,0.062329383117374494,0.2837990324254883,0.38987902764815474,10627.35543502269,10275.323506351298,2740.793486965036,2874.4576740547336,3740.051552467449,3608.203634930117,1882.7106039707317,2256.483185803012,621.0309648143573,455.31219999865954,0.29502207300655414,0.14788850768442297,1.7743968117378326,2.3096574850461082,0.25777780457085037,0.14851763006265103,1.9869920141994117,2.4340062990938023,0.12716229392337466,0.08505999885941738,1.8168432794203189,2.163502817141264,19.099581927837285,-2.592041745722029,0.9097771959853029
1,32,9.726617944348341,9.554225637208049,0.15388718048313604,0.07404388635449688,0.08501407285735718,0.06282371849323178,0.23890125334049322,0.13686760484772867,0.563588868743012,0.3750620270401105,0.0,0.0,0.5778197682105531,0.48554398228667356,0.7990861390828596,0.8469015062598725,0.15388718048313604,0.07404388635449688,0.23890125334049322,0.13686760484772867,0.23890125334049322,0.13686760484772867,0.563588868743012,0.3750620270401105,0.8260698346797141,0.6876619769546937,0.6171038231984947,0.7444219702176336,0.2120823917459195,0.22594750569186645,0.0450238193835663,0.08338577859861743,121.47303159819455,98.73227058885388,9.726818532189585,6.796313038932944,7.8658631482424965,3.4724236848968126,0.3182570492938599,0.43233532210714365,0.4598481149306114,0.2954620766476362,0.26094725845031175,0.4472152611026708,0.17461820703448908,0.19202455366622484,3244.3400246477986,3412.5303781561206,50.69281288512185,53.320787158689384,6507.797352742025,6567.447705757488,101.68433363659415,102.61637040246075,2373.2324157883027,2282.6076064260446,0.44085659181687126,0.33320290758100973,0.1610271202474214,0.2930733771645882,0.13483706507444845,0.20090303224403275,0.10803159909334781,0.148632833639261,2.4290142451396655,2.875023094340681,0.05794761360117609,0.07087876146125967,0.24286866416779626,0.3495358658832938,11726.043685249902,11820.153411670075,3437.532555823873,3902.9849093155385,3563.6451782639974,4446.735858751594,2199.537469257903,2713.8396803376113,644.9990980606738,430.37558621378224,0.3057647375221684,0.11645218391558664,1.6486578848182458,2.2100911000423578,0.30139999245611204,0.1529503405967939,1.9239193433373982,2.598000365886321,0.1466755998150454,0.07933102174343074,1.875144296352983,2.2160757952332504,19.28084358155639,4.9468043145878084,-2.596316298814608
2,13,6.956269371653987,7.49287123133277,0.13330195674289083,0.07127093503709535,0.08161879405698087,0.0968226840432039,0.21492075079987166,0.16809361908029927,0.4296130868520978,0.29228949469334087,0.0,0.0,0.5346709304126886,0.34396636719243123,0.6755838773558553,0.6592681263171604,0.13330195674289083,0.07127093503709535,0.21492075079987166,0.16809361908029927,0.21492075079987166,0.16809361908029927,0.4296130868520978,0.29228949469334087,0.7529841411640863,0.5391474911734968,0.6201320108462967,0.642136562833756,0.21789060832330062,0.16541024419657382,0.01569662480376766,0.03339102748104662,108.43400667250943,77.81454951155025,13.230366105963633,7.310266256110726,5.899194173500492,3.975081882220482,0.3766067846440839,0.42614889128504185,0.11026631159767254,0.05473603395993506,0.46185656159610095,0.4861336155704287,0.17083333370474116,0.18006183046705024,2878.8484363209072,3074.1996001683506,44.982006817514176,48.03436875263048,5567.172337071505,5296.4604643534585,86.98706776674227,82.75719475552279,1750.5550952840879,1887.5423853659709,0.3633474721249446,0.2398784223440506,0.09977287677414473,0.2653613492196233,0.09677739613865986,0.16868904141450883,0.10454100005610995,0.1478456781155242,2.1383048910796165,2.3489960416013322,0.0503254407069758,0.0605496799277876,0.20131839619476982,0.31653471953003304,9677.584315164384,9179.182608721101,2667.1808632431366,2809.136734694289,3353.311196357824,3336.4234576794506,1681.9325483742448,2023.1286726192307,622.4408036972056,419.28597934281515,0.2948284098569258,0.1426849035885952,1.4833738377313597,1.7783654160323878,0.2739244568834006,0.15996238743113028,1.439554355978701,1.9334982864103742,0.1442246791982633,0.09159102700311492,1.5781680834064031,1.7716624090630146,14.449140602986756,-2.540161988930897,-5.312107227839163
3,62,9.641694147649293,9.796148002061935,0.09560553931942645,0.08185032792710588,0.08185817866619502,0.12106572721173363,0.17746371798562147,0.2029160551388395,0.41042455712449505,0.33800939774945193,0.0,0.0,0.523438623394629,0.40852349467764776,0.7853815670731512,0.771932027887418,0.09560553931942645,0.08185032792710588,0.17746371798562147,0.2029160551388395,0.17746371798562147,0.2029160551388395,0.41042455712449505,0.33800939774945193,0.7169092825181645,0.6519979427393278,0.6616432044737468,0.7799735701880143,0.26303221530627924,0.22083856392269835,0.03389747843805362,0.037555483389325225,99.69233701702596,92.80550345732648,15.904181769636768,9.81390495636288,9.487189298133789,6.029542172856524,0.4740650109062819,0.5890426371577335,0.010473696862957608,0.009007974850112763,0.6719568571642461,0.7103292076680011,0.17996203950768574,0.18416056056485328,3126.2896668174103,3186.057667847313,48.848276044022036,49.782151060114266,6346.920364571942,6267.527892854405,99.17063069643659,97.93012332585008,2307.124349040968,2357.3479500645976,0.39793627523990577,0.287906462033289,0.18486199794374383,0.28932525374398366,0.13271995472534567,0.18812817545713068,0.1355139053200631,0.18032645489039656,2.413801646987971,2.820816738563941,0.058221644752449696,0.06913931583449634,0.26823386004540883,0.36845463034752723,11547.421213189997,11629.527613604367,3065.9655863251814,3291.413957284226,4055.5632271112313,3994.311113998511,2010.8897244733423,2603.0131673630863,730.2930535462285,514.620711593061,0.3739649552895247,0.18631531064374038,1.656091485388119,2.1418246118999487,0.3066520631810242,0.19392234866642705,1.7976241626721476,2.448554594339217,0.1617756985791122,0.10835147662881732,1.8283156431121836,2.1715264590001544,19.437842149711226,0.6132741575770908,1.5294121318855245
